name,scores_overall,rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,year
University of Calgary,50.1–53.7,2070,33.9,336,34.2,282,84.7,187,48.1,368,77.2,210,"28,560",16.0,19%,0,2020
Copenhagen Business School,50.1–53.7,2080,25.3,615,32.4,310,83.7,198,43.6,490,92.2,72,"16,317",30.9,25%,48 : 52,2020
University of Dundee,50.1–53.7,2090,24.8,640,31.2,328,90.5,119,46.5,411,80.4,177,"12,120",17.6,22%,63 : 37,2020
École Normale Supérieure de Lyon,50.1–53.7,2100,45.2,142,43.5,170,63.9,453,47.0,399,70.7,266,"2,362",8.9,13%,48 : 52,2020
Griffith University,50.1–53.7,2110,25.5,608,32.7,305,86.0,170,42.0,549,81.8,163,"34,120",23.6,17%,58 : 42,2020
University of Hawai’i at Mānoa,50.1–53.7,2120,36.3,283,38.9,224,73.8,322,51.5,317,65.5,312,"15,054",10.8,10%,57 : 43,2020
Hebrew University of Jerusalem,50.1–53.7,2130,48.2,118,45.1,156,62.3,473,41.4,583,60.3,382,"16,137",12.0,5%,56 : 44,2020
University of Hohenheim,50.1–53.7,2140,34.4,327,31.0,332,92.0,102,50.0,344,55.7,447,"9,234",37.8,15%,57 : 43,2020
Howard University,50.1–53.7,2150,42.8,172,15.3,809,99.0,20,34.4,1362,34.0,904,"8,449",7.5,8%,65 : 35,2020
University of Iowa,50.1–53.7,2160,43.1,169,29.5,368,82.3,217,54.0,290,46.5,621,"28,945",11.6,12%,52 : 48,2020
James Cook University,50.1–53.7,2170,23.3,736,28.4,392,93.3,90,45.9,421,75.7,223,"11,491",21.2,11%,63 : 37,2020
King Abdulaziz University,50.1–53.7,2180,29.5,473,16.5,764,96.4,55,78.9,109,93.1,61,"32,853",7.9,21%,54 : 46,2020
University of Konstanz,50.1–53.7,2190,38.8,236,44.2,160,66.4,421,72.1,139,65.6,311,"11,387",56.1,13%,55 : 45,2020
KTH Royal Institute of Technology,50.1–53.7,2200,40.5,212,42.7,179,62.3,474,50.5,338,89.0,98,"12,659",15.7,20%,33 : 67,2020
Université Libre de Bruxelles,50.1–53.7,2210,30.2,443,41.5,195,73.6,324,42.7,526,87.0,118,"27,194",36.2,34%,56 : 44,2020
University of Luxembourg,50.1–53.7,2220,37.9,252,36.5,249,75.8,283,45.2,441,99.7,1,"4,654",18.7,49%,51 : 49,2020
Macquarie University,50.1–53.7,2230,37.8,255,42.6,180,71.8,353,53.1,298,83.9,139,"30,234",68.6,29%,52 : 48,2020
University of Massachusetts,50.1–53.7,2240,38.5,242,31.1,331,87.0,158,49.9,348,61.7,363,"61,204",13.0,15%,48 : 52,2020
Medical University of Graz,50.1–53.7,2250,30.9,413,25.1,468,91.7,107,62.1,209,74.2,239,"3,352",10.9,24%,53 : 47,2020
Medical University of Vienna,50.1–53.7,2260,33.4,353,23.5,508,90.3,123,53.0,299,78.8,193,"7,142",8.1,30%,52 : 48,2020
University of Miami,50.1–53.7,2270,44.0,159,25.2,462,83.2,205,41.3,588,59.1,396,"15,971",6.3,16%,52 : 48,2020
Moscow Institute of Physics and Technology (MIPT),50.1–53.7,2280,53.3,89,45.6,153,47.2,678,99.9,15,58.7,406,"5,716",11.2,15%,24 : 76,2020
Newcastle University,50.1–53.7,2290,31.5,398,36.2,251,85.5,174,41.7,565,87.8,105,"22,690",14.1,27%,51 : 49,2020
University of Otago,50.1–53.7,2300,30.2,444,32.1,315,84.7,189,37.0,903,89.8,91,"18,196",20.0,21%,59 : 41,2020
University of Padua,50.1–53.7,2310,42.5,177,30.9,334,80.2,236,38.4,772,45.1,653,"45,169",21.3,4%,55 : 45,2020
Paris-Sud University,50.1–53.7,2320,33.7,346,32.3,313,85.9,172,35.1,1168,65.3,316,"28,726",14.5,17%,56 : 44,2020
Queen’s University Belfast,50.1–53.7,2330,31.2,406,35.5,261,83.7,200,38.7,749,96.4,23,"17,745",17.2,36%,55 : 45,2020
RCSI University of Medicine and Health Sciences,50.1–53.7,2340,30.1,450,26.9,423,90.0,125,47.5,387,93.7,54,"2,265",21.1,65%,0,2020
University of Reading,50.1–53.7,2350,32.1,386,35.2,267,76.9,272,40.3,643,91.9,76,"14,105",14.9,31%,57 : 43,2020
"St George’s, University of London",50.1–53.7,2360,24.0,686,22.0,562,98.2,31,36.9,917,79.6,186,"3,225",14.7,21%,62 : 38,2020
University of South Florida (Tampa),50.1–53.7,2370,30.5,431,34.2,283,87.3,155,89.0,62,54.7,462,"33,885",18.9,14%,0,2020
Tilburg University,50.1–53.7,2380,36.8,275,48.8,126,62.1,479,55.9,270,78.2,204,"8,033",21.4,15%,50 : 50,2020
University of Twente,50.1–53.7,2390,35.2,313,46.8,140,55.6,559,85.0,80,90.8,85,"7,584",13.9,32%,37 : 63,2020
Ulsan National Institute of Science and Technology (UNIST),50.1–53.7,2400,27.8,524,38.6,226,91.3,112,80.5,103,51.9,522,"4,127",13.9,8%,26 : 74,2020
University College Dublin,50.1–53.7,2410,30.8,419,36.5,250,73.6,325,43.9,482,92.5,69,"22,541",23.1,29%,0,2020
University of Utah,50.1–53.7,2420,39.0,233,34.7,273,86.4,166,48.3,367,33.0,918,"30,365",14.2,8%,47 : 53,2020
Virginia Polytechnic Institute and State University,50.1–53.7,2430,37.5,262,42.3,185,70.9,362,47.5,389,54.0,473,"32,838",18.3,14%,43 : 57,2020
Vita-Salute San Raffaele University,50.1–53.7,2440,38.7,240,22.4,553,97.6,39,35.9,1030,43.1,699,"2,610",10.7,3%,59 : 41,2020
Vrije Universiteit Brussel,50.1–53.7,2450,37.4,264,42.3,186,62.7,467,87.0,69,75.4,228,"11,371",28.4,22%,54 : 46,2020
Wake Forest University,50.1–53.7,2460,42.8,174,18.8,667,94.1,84,43.6,493,31.2,953,"7,675",4.0,9%,53 : 47,2020
University of Waterloo,50.1–53.7,2470,35.0,316,42.1,189,66.3,424,45.1,447,84.1,137,"33,519",23.6,20%,47 : 53,2020
Western University,50.1–53.7,2480,40.2,217,35.7,259,76.4,279,59.1,240,80.0,182,"29,865",23.1,18%,56 : 44,2020
William & Mary,50.1–53.7,2490,47.5,129,21.1,591,87.4,152,35.3,1131,37.3,836,"8,235",11.4,9%,55 : 45,2020
University of Wollongong,50.1–53.7,2500,29.9,462,35.0,268,75.5,292,55.7,271,93.4,58,"18,642",31.5,29%,52 : 48,2020
Alfaisal University,46.9–50.0,2510,19.6,955,21.2,576,95.0,72,50.4,341,98.1,12,"2,566",10.4,34%,60 : 40,2020
Auckland University of Technology,46.9–50.0,2520,19.7,949,18.4,678,98.0,32,36.7,937,95.8,27,"18,035",17.1,47%,59 : 41,2020
Autonomous University of Madrid,46.9–50.0,2530,40.1,218,28.7,384,74.5,310,38.6,750,51.5,525,"29,576",13.4,14%,61 : 39,2020
University of Bath,46.9–50.0,2540,28.6,493,31.1,329,75.7,285,37.5,844,90.3,89,"13,825",16.5,32%,46 : 54,2020
Brighton and Sussex Medical School,46.9–50.0,2550,15.9,1255,19.9,624,100.0,3,34.4,1340,77.7,207,880,11.0,15%,57 : 43,2020
University at Buffalo,46.9–50.0,2560,37.2,268,32.7,304,73.8,321,42.1,545,64.7,320,"25,849",17.4,17%,44 : 56,2020
"University of California, Riverside",46.9–50.0,2570,31.2,404,30.3,346,85.9,171,39.4,696,64.7,321,"22,272",18.0,14%,53 : 47,2020
Chalmers University of Technology,46.9–50.0,2580,36.1,288,42.1,187,60.0,505,74.1,129,82.9,147,"9,209",12.5,17%,32 : 68,2020
University of Cincinnati – Uptown,46.9–50.0,2590,35.5,303,30.8,335,83.9,195,39.4,697,40.9,748,"28,434",20.4,9%,51 : 49,2020
Curtin University,46.9–50.0,2600,23.4,725,30.4,343,83.2,204,44.8,454,94.2,43,"29,214",20.2,31%,51 : 49,2020
Dalhousie University,46.9–50.0,2610,27.7,526,29.6,363,79.5,242,44.4,468,85.4,128,"15,196",14.7,23%,54 : 46,2020
University of Delaware,46.9–50.0,2620,28.5,496,38.2,228,71.5,356,90.6,55,47.2,604,"20,566",17.0,10%,57 : 43,2020
École des Ponts ParisTech,46.9–50.0,2630,39.9,222,24.5,481,73.1,337,57.5,252,82.3,156,"2,005",11.3,44%,32 : 68,2020
University of Essex,46.9–50.0,2640,31.6,395,34.3,278,68.6,388,35.0,1177,96.5,21,"11,925",16.1,39%,54 : 46,2020
Flinders University,46.9–50.0,2650,22.5,772,29.9,356,84.4,192,37.7,832,88.0,104,"16,844",25.8,34%,64 : 36,2020
Florida State University,46.9–50.0,2660,38.0,248,40.1,205,69.2,384,39.4,698,43.5,683,"38,520",24.1,7%,56 : 44,2020
George Mason University,46.9–50.0,2670,29.9,460,26.3,432,89.5,131,35.8,1035,46.2,629,"29,377",18.0,10%,54 : 46,2020
Heriot-Watt University,46.9–50.0,2680,28.4,502,26.7,425,75.2,302,42.0,550,94.0,50,"9,190",17.2,35%,41 : 59,2020
HSE University,46.9–50.0,2690,35.9,292,37.3,240,78.1,253,56.5,263,42.0,720,"22,111",13.1,9%,0,2020
University of Illinois Chicago,46.9–50.0,2700,45.0,145,33.4,294,69.7,380,43.2,504,54.9,458,"27,031",11.5,20%,52 : 48,2020
University of Kiel,46.9–50.0,2710,30.6,423,27.5,413,86.8,160,34.4,1368,54.9,459,"26,412",22.2,8%,53 : 47,2020
La Trobe University,46.9–50.0,2720,27.1,552,33.1,298,73.3,334,51.3,325,83.8,140,"22,292",33.9,29%,64 : 36,2020
Université Laval,46.9–50.0,2730,40.1,219,31.8,319,67.6,401,59.6,233,69.2,277,"29,250",17.3,13%,57 : 43,2020
Macau University of Science and Technology,46.9–50.0,2740,27.1,553,22.4,552,83.0,209,34.8,1228,99.6,3,"9,924",24.4,79%,56 : 44,2020
Medical University of Innsbruck,46.9–50.0,2750,30.5,430,14.2,864,89.1,132,51.5,319,93.9,51,"2,966",4.3,44%,52 : 48,2020
University of Galway,46.9–50.0,2760,27.1,554,29.9,358,76.3,280,42.4,536,79.8,185,"13,911",26.6,17%,58 : 42,2020
University of Navarra,46.9–50.0,2770,30.4,436,27.9,408,80.3,232,85.5,76,65.1,318,"10,833",13.0,22%,53 : 47,2020
University of Oregon,46.9–50.0,2780,34.0,335,29.3,374,83.7,199,34.7,1268,37.0,846,"22,143",10.8,12%,54 : 46,2020
Oregon Health and Science University,46.9–50.0,2790,35.7,299,16.7,756,99.7,13,47.6,382,26.6,1062,"2,895",1.0,3%,66 : 34,2020
University of Oulu,46.9–50.0,2800,30.3,438,34.4,277,76.4,278,43.0,511,54.3,470,"10,086",30.0,6%,51 : 49,2020
University of Passau,46.9–50.0,2810,32.8,369,39.3,219,75.5,290,47.5,386,59.1,397,"11,387",86.6,12%,59 : 41,2020
University of Potsdam,46.9–50.0,2820,36.8,274,40.8,200,65.2,437,56.2,267,57.4,423,"20,063",53.9,11%,57 : 43,2020
Queen’s University,46.9–50.0,2830,41.5,192,37.8,236,62.6,469,65.7,173,66.3,305,"23,306",25.1,13%,58 : 42,2020
"Royal Holloway, University of London",46.9–50.0,2840,30.6,424,30.2,348,73.4,332,37.1,894,92.8,65,"9,505",15.2,36%,59 : 41,2020
Ruhr University Bochum,46.9–50.0,2850,39.7,223,45.0,157,57.9,530,54.5,286,55.0,457,"43,015",60.5,14%,49 : 51,2020
University of São Paulo,46.9–50.0,2860,56.4,77,54.0,101,40.6,774,39.9,671,33.9,908,"83,214",15.9,4%,48 : 52,2020
Sapienza University of Rome,46.9–50.0,2870,40.4,213,40.0,209,69.8,378,43.6,491,40.5,759,"71,318",21.3,6%,57 : 43,2020
Simon Fraser University,46.9–50.0,2880,24.1,681,35.5,262,75.3,297,47.0,400,91.1,82,"26,521",27.3,30%,55 : 45,2020
University of South Australia,46.9–50.0,2890,31.5,399,39.4,217,65.8,430,82.5,96,89.3,94,"20,268",30.5,25%,58 : 42,2020
University of Southern Denmark,46.9–50.0,2900,21.4,838,28.1,400,85.1,182,69.7,155,80.9,174,"21,281",12.1,17%,53 : 47,2020
Stellenbosch University,46.9–50.0,2910,29.5,474,34.6,274,74.4,313,59.1,239,54.8,460,"24,308",26.1,8%,55 : 45,2020
University of Stuttgart,46.9–50.0,2920,41.8,188,45.4,155,52.4,605,61.1,218,53.1,492,"26,004",45.8,20%,32 : 68,2020
Sun Yat-sen University,46.9–50.0,2930,43.6,163,35.8,257,63.5,457,56.4,265,34.9,887,"53,603",16.6,9%,51 : 49,2020
University of Surrey,46.9–50.0,2940,30.2,445,34.3,280,71.9,351,46.8,403,93.7,55,"13,125",16.0,37%,55 : 45,2020
Swansea University,46.9–50.0,2950,21.3,845,24.1,494,93.3,91,36.8,931,83.2,145,"16,445",16.8,23%,45 : 55,2020
Syracuse University,46.9–50.0,2960,35.1,314,29.6,366,78.1,254,35.3,1127,48.7,577,"20,236",15.7,20%,53 : 47,2020
Tampere University,46.9–50.0,2970,26.4,578,34.7,272,81.8,221,52.6,308,49.3,566,"15,149",21.8,6%,51 : 49,2020
Technical University of Darmstadt,46.9–50.0,2980,42.4,179,44.2,162,50.4,622,89.5,61,57.2,427,"18,166",40.8,17%,30 : 70,2020
Tohoku University,46.9–50.0,2990,52.7,91,54.4,98,39.8,782,86.4,74,38.1,812,"17,735",8.2,12%,27 : 73,2020
Tokyo Institute of Technology,46.9–50.0,3000,51.2,97,51.8,107,37.4,822,69.3,157,40.5,760,"9,752",7.7,13%,15 : 85,2020
Western Sydney University,46.9–50.0,3010,23.5,723,29.1,380,82.8,212,40.4,638,83.7,143,"32,259",35.7,17%,56 : 44,2020
Aix-Marseille University,44.5–46.8,3020,41.3,193,25.3,457,67.1,408,36.8,920,60.5,378,"67,857",16.6,12%,59 : 41,2020
Anglia Ruskin University (ARU),44.5–46.8,3030,17.9,1075,14.4,848,99.9,8,35.1,1150,83.7,141,"18,020",23.1,30%,63 : 37,2020
Beijing Normal University,44.5–46.8,3040,46.5,135,39.6,213,48.6,649,57.1,256,42.9,702,"23,524",15.4,11%,0,2020
Boston College,44.5–46.8,3050,36.7,276,33.7,289,69.2,383,34.4,1339,42.3,715,"12,904",15.7,11%,55 : 45,2020
University of Canterbury,44.5–46.8,3060,24.3,667,27.2,415,72.7,343,38.5,761,93.1,60,"13,089",18.0,24%,50 : 50,2020
Colorado School of Mines,44.5–46.8,3070,30.1,447,25.1,466,79.6,241,46.6,407,42.1,719,"5,768",16.7,11%,29 : 71,2020
Cyprus University of Technology,44.5–46.8,3080,17.2,1144,16.3,771,98.0,33,35.3,1119,72.0,253,"3,228",17.4,8%,54 : 46,2020
Deakin University,44.5–46.8,3090,23.8,698,29.6,364,73.5,326,40.6,623,85.2,130,"39,305",28.6,22%,58 : 42,2020
University of Fribourg,44.5–46.8,3100,31.8,392,32.4,311,64.7,439,54.1,288,87.3,114,"10,887",32.3,18%,59 : 41,2020
Goethe University Frankfurt,44.5–46.8,3110,31.7,393,29.5,367,75.6,288,43.2,503,59.9,388,"47,141",19.6,15%,57 : 43,2020
Grenoble Alpes University,44.5–46.8,3120,34.0,334,30.4,344,69.7,379,36.0,1009,59.9,389,"41,411",17.6,13%,52 : 48,2020
Huazhong University of Science and Technology,44.5–46.8,3130,41.0,202,39.1,222,59.8,509,90.4,56,25.8,1087,"56,379",16.5,5%,36 : 64,2020
Indian Institute of Science,44.5–46.8,3140,58.6,62,55.3,95,32.4,899,57.1,257,20.2,1239,"4,128",9.6,1%,23 : 77,2020
Indian Institute of Technology Ropar,44.5–46.8,3150,28.1,513,12.8,958,100.0,4,36.2,988,18.0,1297,"1,119",7.6,0%,13 : 87,2020
Constructor University,44.5–46.8,3160,40.6,209,33.2,297,50.7,617,55.1,279,88.7,100,"1,142",16.2,76%,45 : 55,2020
Johannes Gutenberg University of Mainz,44.5–46.8,3170,35.2,311,22.6,543,77.4,264,68.9,158,56.7,435,"31,919",26.9,11%,59 : 41,2020
University of Klagenfurt,44.5–46.8,3180,25.3,618,16.5,765,86.5,163,37.2,879,87.3,115,"3,639",10.8,22%,69 : 31,2020
Kyung Hee University,44.5–46.8,3190,33.8,341,40.5,201,56.4,548,84.9,82,62.6,351,"22,102",17.3,22%,51 : 49,2020
University of Liège,44.5–46.8,3200,27.6,531,38.2,229,60.5,499,95.9,37,70.6,268,"20,888",27.0,21%,56 : 44,2020
University of Macau,44.5–46.8,3210,32.3,380,32.6,307,61.9,484,41.0,604,98.5,9,"9,340",14.4,37%,57 : 43,2020
University of Malaya,44.5–46.8,3220,41.6,190,30.5,342,56.6,546,48.1,371,81.6,165,"15,140",8.0,20%,63 : 37,2020
University of Marburg,44.5–46.8,3230,33.8,343,29.1,377,73.4,331,39.1,720,53.6,487,"25,541",34.7,12%,55 : 45,2020
Maynooth University,44.5–46.8,3240,20.3,915,29.8,360,80.3,231,37.3,870,78.2,203,"9,291",28.3,12%,55 : 45,2020
University of Milan,44.5–46.8,3250,35.9,293,28.9,382,72.2,347,37.7,834,42.6,707,"45,451",21.4,6%,59 : 41,2020
Montpellier University,44.5–46.8,3260,36.3,284,27.1,419,67.1,410,37.3,871,61.6,365,"39,405",19.5,15%,53 : 47,2020
Nagoya University,44.5–46.8,3270,47.8,125,47.8,137,43.4,728,76.8,118,32.8,924,"15,676",9.2,11%,30 : 70,2020
University of Newcastle,44.5–46.8,3280,24.5,658,28.3,394,76.6,277,49.9,349,83.1,146,"22,100",20.7,18%,55 : 45,2020
University of New Mexico (Main campus),44.5–46.8,3290,29.2,478,31.8,320,83.6,201,37.4,862,33.2,915,"19,382",17.1,5%,55 : 45,2020
North Carolina State University,44.5–46.8,3300,36.7,277,35.3,264,64.7,440,43.2,505,57.8,417,"30,231",12.5,15%,45 : 55,2020
Nova Southeastern University,44.5–46.8,3310,33.8,344,10.3,1146,99.5,15,34.4,1375,29.5,994,"17,785",23.4,6%,69 : 31,2020
Osaka University,44.5–46.8,3320,51.5,96,49.0,122,34.6,862,63.0,200,36.0,863,"22,892",7.4,11%,32 : 68,2020
Politecnico di Milano,44.5–46.8,3330,33.1,362,35.2,266,59.6,510,72.5,136,59.0,400,"35,184",25.0,17%,34 : 66,2020
Reykjavík University,44.5–46.8,3340,14.4,1351,18.2,692,100.0,7,36.5,957,64.1,332,"2,879",24.9,8%,41 : 59,2020
Rush University,44.5–46.8,3350,37.2,269,12.9,954,92.1,101,41.3,591,19.7,1251,"2,425",2.0,1%,74 : 26,2020
Southern University of Science and Technology (SUSTech),44.5–46.8,3360,23.9,696,23.5,509,85.3,179,70.5,151,59.7,390,"3,198",9.5,0%,27 : 73,2020
Stony Brook University,44.5–46.8,3370,34.4,329,23.5,510,77.0,270,36.1,1004,71.5,264,"24,201",10.5,23%,50 : 50,2020
Università della Svizzera italiana,44.5–46.8,3380,24.6,653,21.9,565,74.6,308,44.0,477,99.6,5,"2,768",10.8,67%,49 : 51,2020
Swedish University of Agricultural Sciences,44.5–46.8,3390,31.1,411,29.5,369,73.5,328,94.8,39,47.6,593,"3,737",4.5,4%,69 : 31,2020
University of Tartu,44.5–46.8,3400,26.8,570,27.1,420,82.4,216,37.5,854,55.4,452,"8,532",11.6,8%,68 : 32,2020
University of Tasmania,44.5–46.8,3410,26.0,595,33.7,290,63.0,463,50.1,343,88.2,103,"18,219",24.9,30%,60 : 40,2020
Temple University,44.5–46.8,3420,39.3,230,23.5,513,79.3,245,34.4,1391,37.7,825,"35,814",13.0,9%,53 : 47,2020
The University of Tennessee-Knoxville,44.5–46.8,3430,32.9,367,23.4,517,80.3,234,43.9,481,45.7,643,"25,907",16.8,5%,0,2020
University of Texas at Dallas,44.5–46.8,3440,23.7,710,29.3,375,82.1,219,39.9,673,60.2,386,"22,757",21.6,25%,43 : 57,2020
University of Trento,44.5–46.8,3450,27.7,528,31.7,323,77.8,259,41.5,579,57.7,419,"12,920",19.5,7%,51 : 49,2020
Tulane University,44.5–46.8,3460,42.3,181,24.1,495,72.7,344,37.0,906,41.9,725,"11,185",9.8,11%,57 : 43,2020
Umeå University,44.5–46.8,3470,23.5,722,28.5,391,79.1,247,36.2,996,63.4,340,"17,373",12.5,11%,60 : 40,2020
United Arab Emirates University,44.5–46.8,3480,23.7,711,19.1,659,84.7,190,43.3,502,91.6,80,"7,523",9.2,21%,83 : 17,2020
University College Cork,44.5–46.8,3490,24.9,638,23.1,523,77.5,262,44.5,466,81.3,168,"16,861",18.0,18%,58 : 42,2020
Victoria University,44.5–46.8,3500,24.0,689,26.0,439,75.3,300,42.8,521,77.9,206,"14,815",32.2,23%,53 : 47,2020
University of Alaska Fairbanks,42.4–44.4,3510,27.5,533,25.0,469,72.5,346,43.8,483,53.9,474,"3,593",8.7,5%,51 : 49,2020
American University of Beirut,42.4–44.4,3520,28.7,486,14.9,821,77.1,265,36.7,936,78.2,201,"8,401",8.5,21%,51 : 49,2020
Australian Catholic University,42.4–44.4,3530,20.6,892,27.5,412,73.4,330,39.4,695,74.3,238,"23,886",43.5,12%,73 : 27,2020
Babol Noshirvani University of Technology,42.4–44.4,3540,15.3,1295,21.2,578,99.8,10,42.2,543,17.1,1325,"5,744",29.6,0%,32 : 68,2020
University of Bayreuth,42.4–44.4,3550,34.7,320,34.5,275,55.8,555,59.9,228,55.4,451,"9,255",29.7,10%,46 : 54,2020
"Birkbeck, University of London",42.4–44.4,3560,27.6,529,31.5,325,62.8,465,34.5,1302,87.4,111,"8,630",15.8,38%,54 : 46,2020
University of Bremen,42.4–44.4,3570,36.9,271,36.1,253,56.0,553,49.0,359,55.7,445,"18,915",31.9,12%,51 : 49,2020
Brunel University London,42.4–44.4,3580,26.9,565,26.9,422,63.2,458,36.8,922,95.3,34,"10,960",16.4,36%,47 : 53,2020
"University of California, Merced",42.4–44.4,3590,17.1,1150,21.6,569,95.3,67,38.0,804,42.4,712,"7,324",20.9,8%,51 : 49,2020
Catholic University of Portugal,42.4–44.4,3600,18.3,1047,15.0,818,94.6,80,35.9,1019,47.4,595,"10,998",26.7,10%,60 : 40,2020
Clark University,42.4–44.4,3610,24.0,683,22.7,536,79.3,243,34.4,1342,57.5,421,"3,045",11.5,23%,60 : 40,2020
University of Connecticut,42.4–44.4,3620,36.5,279,29.7,361,60.6,496,37.9,813,49.0,569,"32,446",15.2,9%,53 : 47,2020
University of Crete,42.4–44.4,3630,17.7,1098,20.1,620,91.4,110,38.7,745,48.0,587,"13,321",23.4,4%,62 : 38,2020
University of Denver,42.4–44.4,3640,40.5,211,22.3,554,75.4,293,35.8,1033,27.8,1035,"9,535",13.0,9%,57 : 43,2020
University of Florence,42.4–44.4,3650,37.9,251,25.1,467,65.8,428,42.3,539,46.2,628,"34,686",20.4,11%,59 : 41,2020
"Goldsmiths, University of London",42.4–44.4,3660,33.8,339,28.6,388,60.4,500,35.1,1158,79.4,189,"8,485",15.3,35%,66 : 34,2020
Hanyang University,42.4–44.4,3670,39.1,232,40.0,208,40.1,781,92.3,47,62.3,355,"20,087",15.7,21%,0,2020
Hasselt University,42.4–44.4,3680,28.3,505,38.1,230,56.6,545,49.7,352,68.1,291,"5,189",31.1,13%,47 : 53,2020
Hofstra University,42.4–44.4,3690,38.4,243,13.2,926,79.3,244,34.4,1361,29.8,988,"10,066",13.9,9%,57 : 43,2020
University of Iceland,42.4–44.4,3700,19.5,967,30.0,354,75.0,305,62.7,201,63.6,338,"8,135",13.9,12%,67 : 33,2020
IMT Atlantique,42.4–44.4,3710,34.4,328,28.5,390,53.1,590,91.6,49,75.2,230,"1,676",8.2,44%,26 : 74,2020
Indian Institute of Technology Indore,42.4–44.4,3720,32.5,375,23.7,500,77.1,267,39.9,668,19.7,1249,"1,128",9.7,0%,17 : 83,2020
Iowa State University,42.4–44.4,3730,29.5,472,33.0,299,60.5,498,49.6,354,56.7,434,"32,469",18.8,12%,44 : 56,2020
Jordan University of Science and Technology,42.4–44.4,3740,15.8,1263,9.0,1260,100.0,5,40.2,652,62.3,356,"21,512",13.4,17%,58 : 42,2020
Justus Liebig University Giessen,42.4–44.4,3750,37.7,257,34.1,285,53.8,583,41.6,568,53.9,477,"28,575",46.8,9%,62 : 38,2020
University of Kent,42.4–44.4,3760,24.1,676,28.4,393,67.9,395,35.0,1180,91.5,81,"17,755",19.9,31%,53 : 47,2020
Khalifa University,42.4–44.4,3770,27.7,527,32.9,301,54.0,580,100.0,5,95.4,33,"3,651",9.5,26%,55 : 45,2020
Loughborough University,42.4–44.4,3780,33.8,342,34.3,279,52.9,597,39.0,727,80.1,180,"14,750",14.3,25%,40 : 60,2020
University of Manitoba,42.4–44.4,3790,28.0,518,30.8,338,69.9,375,36.5,954,53.4,490,"29,311",29.4,17%,53 : 47,2020
Nankai University,42.4–44.4,3800,35.7,298,21.8,567,75.8,284,41.5,577,35.4,875,"28,061",13.3,7%,0,2020
University of Naples Federico II,42.4–44.4,3810,35.4,307,23.4,516,71.9,350,38.2,782,31.2,952,"49,604",19.6,2%,55 : 45,2020
National Tsing Hua University,42.4–44.4,3820,35.4,308,46.2,147,50.1,625,64.8,185,36.2,860,"14,853",18.0,10%,42 : 58,2020
Northumbria University,42.4–44.4,3830,19.4,979,18.1,695,85.6,173,35.1,1167,72.4,252,"21,810",17.5,17%,55 : 45,2020
"University of Occupational and Environmental Health, Japan",42.4–44.4,3840,26.9,568,9.6,1222,99.8,11,40.2,653,18.1,1293,"1,142",2.6,1%,54 : 46,2020
Örebro University,42.4–44.4,3850,17.6,1118,21.1,587,88.7,136,36.0,1012,52.2,513,"9,735",18.5,6%,61 : 39,2020
Oregon State University,42.4–44.4,3860,30.9,414,30.1,351,67.2,407,37.7,836,52.9,497,"24,798",16.0,11%,46 : 54,2020
University of Perugia,42.4–44.4,3870,18.6,1032,22.8,532,87.5,150,45.2,443,44.6,663,"24,830",32.3,6%,57 : 43,2020
University of Pisa,42.4–44.4,3880,31.2,405,26.5,428,74.3,315,40.5,628,40.9,749,"33,726",22.4,6%,51 : 49,2020
RMIT University,42.4–44.4,3890,25.7,604,26.1,437,64.5,445,42.5,533,91.8,77,"33,848",22.4,30%,47 : 53,2020
University of Salerno,42.4–44.4,3900,20.2,923,19.5,641,94.0,85,37.3,872,33.9,906,"24,290",25.8,2%,56 : 44,2020
University of Stirling,42.4–44.4,3910,23.6,716,25.3,460,75.5,291,35.2,1147,82.1,157,"9,250",15.8,23%,63 : 37,2020
SUNY University at Albany,42.4–44.4,3920,24.0,688,35.4,263,72.8,342,40.1,660,49.6,559,"15,947",16.6,10%,52 : 48,2020
Swinburne University of Technology,42.4–44.4,3930,24.5,660,28.9,383,66.5,419,41.0,605,79.3,192,"14,379",27.9,27%,36 : 64,2020
Taipei Medical University,42.4–44.4,3940,28.7,492,31.8,321,67.9,396,94.9,38,38.0,815,"5,973",10.2,10%,57 : 43,2020
